gene_name,microbiome_pvalue,tissue_pvalue,microbiome_logFC,tissue_logFC
TWF1,4.35E-05,3.41E-08,-0.878296,0.8055046
ZFP1,0.0379,3.44E-08,1.1586934,0.6554841
DUT,0.000504,3.46E-08,-0.9050316,-1.1205802
PLA2G12B,0.00131,3.46E-08,1.7269382,0.6630723
DNAH1,0.00438,3.47E-08,2.1825762,0.7148532
TCF4,1.17E-10,3.49E-08,2.4292489,-2.2277305
RHD///RHCE,0.00303,3.51E-08,1.5745221,1.1718462
LOC100287877,0.0162,3.55E-08,1.7217132,0.9494302
LRRFIP1,1.41E-06,3.56E-08,-1.649119,-2.0363911
TRIM66,0.00435,3.59E-08,-0.8210962,0.6392305
TUB,5.71E-07,3.60E-08,3.1904156,0.8961025
CFH,0.00292,3.63E-08,2.8967195,-2.3955505
MIRLET7D,0.00131,3.63E-08,-1.315408,-0.8764843
SCAF11,9.74E-05,3.65E-08,-1.482887,-1.5957384
CRTAP,1.07E-05,3.65E-08,1.3591474,-1.0842679
MACF1,0.0397,3.72E-08,-1.1775668,-1.6511307
OSBPL10,0.000129,3.72E-08,2.627042,-2.7948045
HBEGF,0.0372,3.72E-08,1.3152465,0.6953657
MAPT,0.00381,3.73E-08,1.6168482,0.6790154
VPS13C,2.37E-08,3.73E-08,-2.1837342,-1.9094663
PRMT2,0.0175,3.74E-08,0.5737575,-1.0911525
PHACTR2,0.00183,3.75E-08,-1.2078308,-2.106268
LOC101929621,0.000965,3.76E-08,1.8645383,0.7478382
SLCO6A1,0.0287,3.76E-08,1.5821313,0.6214573
ATP5G2,0.0223,3.76E-08,0.6833238,0.8626916
WDR11,1.03E-05,3.79E-08,-1.6544023,-1.4962395
RALGAPB,0.000281,3.80E-08,-1.0760326,-0.8434484
DSE,1.72E-05,3.81E-08,2.157709,-2.9147591
ARL10,0.0165,3.85E-08,1.1442717,1.1840516
PDX1,1.14E-05,3.91E-08,1.9706195,0.6819523
LOC102724200///TRAPPC10,0.000409,3.95E-08,-0.9970498,-1.3817
ZDHHC6,0.00215,3.97E-08,-0.8385023,-1.3533832
KIF13A,9.75E-06,3.97E-08,-2.34456,-1.1660009
WNT6,1.41E-06,4.02E-08,2.1345449,0.8743545
SCAMP5,0.000643,4.05E-08,1.3554071,0.8772807
EDIL3,0.031,4.07E-08,1.5244503,-3.0836384
SH3PXD2A,0.0228,4.07E-08,0.7721366,-1.9753388
PGBD2,0.0326,4.09E-08,-0.7287428,0.6743002
TMEM161B,8.95E-05,4.10E-08,-1.5506209,-1.3245987
SUPT20H,3.04E-05,4.11E-08,-1.3170088,-1.0716836
CAMSAP2,0.00713,4.12E-08,-0.9934186,-1.8921664
SESN3,0.0016,4.16E-08,1.8902323,-1.8415721
CDC25C,0.0386,4.19E-08,-1.230584,0.8883745
ADD2,1.10E-06,4.19E-08,3.2628595,0.7955184
SLC7A1,0.00196,4.20E-08,1.6454925,0.7371687
IGSF3,2.27E-05,4.27E-08,-1.4042374,0.479653
LOC439933,0.0369,4.28E-08,1.6608673,0.6574768
RSRP1,1.70E-05,4.33E-08,-1.3638262,-2.3629536
MAP3K8,0.0204,4.34E-08,0.9616256,-2.4365307
HTR1D,0.0376,4.34E-08,1.3680449,1.0230864
PGPEP1,0.0151,4.35E-08,0.7287714,1.0411639
HSPG2,0.0322,4.37E-08,1.2958462,-2.0490307
HBE1,0.00144,4.38E-08,1.5210752,0.7251848
HHLA1,0.0349,4.38E-08,1.1099457,1.2613009
GEM,0.00217,4.38E-08,1.9211144,-3.3700168
RHBDL3,0.00752,4.39E-08,1.7638208,0.8928129
LYST,0.0247,4.42E-08,-0.8570314,-1.7954271
CD209,0.00182,4.44E-08,1.6043915,0.8976732
IKBKB,0.000101,4.45E-08,-1.2642777,-1.6873936
POLR1E,7.83E-05,4.45E-08,1.411498,1.2777636
ZSCAN20,0.018,4.46E-08,-1.0161575,0.6287254
SULF1,0.0294,4.49E-08,1.081811,-5.3117462
PLEKHG5,0.000761,4.51E-08,1.5082707,0.9257389
PRKCA,0.000619,4.52E-08,-0.9558893,0.7326741
NARR///RAB34,0.0204,4.54E-08,1.8593802,-2.5383539
ALG5,0.00467,4.59E-08,0.6733482,0.9691832
SPICE1,0.000296,4.62E-08,-1.1762715,-1.5791588
C21orf2,0.000202,4.64E-08,-1.9115776,1.2016114
LRP3,0.000182,4.66E-08,2.5285214,0.9509973
ETV1,0.0438,4.67E-08,-1.0522132,-2.3802818
SLC35D2,0.000123,4.69E-08,-1.3697036,1.1228045
UBR5,0.0277,4.70E-08,-0.4365491,-1.5908132
CNBD2,0.00415,4.70E-08,1.9007639,0.4850514
CTSC,0.00982,4.71E-08,0.9779135,-2.2717471
KRTAP5-8,0.00279,4.71E-08,1.2288322,0.634992
SLC30A2,8.52E-11,4.71E-08,5.0894602,2.7681727
LOC101060835///LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB1///HLA-DQB1,0.00348,4.75E-08,2.1026931,-2.6476305
MDFIC,0.00902,4.76E-08,1.8068089,-1.7420716
TAF8,0.0345,4.76E-08,0.6417125,0.6164843
TEX37,0.0204,4.78E-08,0.805487,0.7493146
ANTXR2,0.0247,4.79E-08,-1.0259778,-2.4591929
SEZ6L,0.000457,4.80E-08,2.2880204,0.7296639
PDLIM2,0.0419,4.81E-08,0.9185511,-1.9113713
KLHL20,1.47E-05,4.83E-08,-1.6580489,-1.5960377
SNORA70///RPL10,6.34E-05,4.84E-08,1.2971239,-1.9221452
CBLB,0.000116,4.85E-08,-1.2821904,-1.9366429
RBMS1,0.042,4.86E-08,1.1486089,-1.9579821
KMT2C,0.0421,4.88E-08,-0.5541668,0.7044175
METTL17,0.000256,4.91E-08,-0.882834,-0.9760779
TAOK1,0.000862,4.92E-08,-2.3122319,-1.4318318
CHD2,0.000136,4.93E-08,-1.5739302,-1.2368455
RAB28,0.0125,4.93E-08,-1.1394107,-1.3459888
ELFN2,0.00485,4.95E-08,1.6524863,0.6833434
DPP6,2.83E-09,4.99E-08,4.6796327,0.7494504
RPS12,0.00072,5.04E-08,1.4070594,1.2070377
AUTS2,0.00517,5.04E-08,1.7034322,-2.0530213
MED13,0.0225,5.07E-08,-0.5337093,-1.029962
C14orf159,0.000217,5.08E-08,-1.1380291,-0.8975698
SLC25A15,2.48E-05,5.08E-08,1.6930106,2.1192705
CCDC88A,0.00893,5.09E-08,1.5955686,-2.2277888
CELF4,2.69E-10,5.11E-08,4.6028046,1.2812977
LOC101060835///HLA-DQB1,8.69E-05,5.12E-08,2.0152374,-2.6261366
VSTM4,1.00E-05,5.14E-08,2.1641879,0.7679284
COL1A2,0.000172,5.15E-08,2.3033394,-3.6445152
EMP1,2.35E-05,5.16E-08,2.2759077,-2.4274943
GRK2,2.61E-05,5.17E-08,2.3034748,0.8537704
METTL17,0.000256,5.19E-08,-0.882834,-0.8938336
EHMT1,0.0156,5.21E-08,-0.8263594,-1.2363521
GID4,0.00165,5.21E-08,1.2917683,0.9782668
LHFP,2.71E-07,5.27E-08,2.8791516,-1.795123
LOC101927608,0.00889,5.27E-08,1.4103127,0.9340159
ARID5B,0.00143,5.27E-08,1.2525986,0.5018548
LAMA4,0.00272,5.27E-08,1.4486957,-3.4489655
TUG1,6.73E-05,5.28E-08,-1.7656917,-0.9047364
MRC2,3.45E-05,5.29E-08,1.2001682,-2.1001363
STK4,8.14E-07,5.32E-08,-1.8665779,-1.3289484
C2orf16,0.0383,5.35E-08,1.405663,1.1246402
NIN,5.45E-05,5.37E-08,1.6945397,-1.8047925
LINC00529,3.48E-06,5.39E-08,3.4025755,0.6270875
DNAJA4,7.85E-05,5.40E-08,1.3993723,0.8512877
LBH,0.00354,5.41E-08,1.3252013,-2.5653295
DISC1,0.0235,5.44E-08,1.2134769,0.8608098
GTPBP1,0.0461,5.47E-08,1.0139758,0.6852437
SLFN11,0.00527,5.50E-08,1.526783,-1.6236661
LINC01279,1.82E-09,5.50E-08,4.7524276,-2.994443
CCAR1,2.25E-06,5.54E-08,-1.5324415,-1.4654191
LOC285095,4.61E-07,5.55E-08,4.1573789,2.2888362
NAT8L,0.00953,5.56E-08,1.9133124,0.6639148
PKD2,1.09E-05,5.58E-08,2.26427,-1.450078
ITGBL1,3.29E-06,5.61E-08,3.4275205,-3.5586421
KCNQ2,0.00276,5.61E-08,1.9511338,0.5438314
SMC4,0.000547,5.65E-08,-1.2616655,-2.691747
GPNMB,7.73E-07,5.66E-08,3.652151,-3.2287305
C22orf15,0.0168,5.67E-08,1.1888814,0.6803212
PICALM,0.000702,5.70E-08,2.1955638,-1.7831513
BNIP3,4.03E-07,5.72E-08,4.6116121,3.6802161
DRD2,0.0228,5.73E-08,1.1362449,0.5940346
FUT7,0.0107,5.75E-08,1.3343433,0.8934634
CLEC7A,3.19E-07,5.77E-08,2.0720647,-2.515273
KDM7A,0.00119,5.79E-08,-1.0951459,-1.2539682
EPB41L4B,0.000751,5.84E-08,1.6422035,4.0119102
MCF2L,0.0014,5.89E-08,-1.0653911,0.6022412
LOC100128164,0.04,5.91E-08,0.9534972,0.6419546
HDGFL1,2.36E-05,5.94E-08,1.3244721,0.76062
EPPK1,0.000208,5.98E-08,-2.0703891,0.7228075
CLN6,0.0346,6.00E-08,0.7357359,0.892348
PRX,0.0373,6.01E-08,1.2313146,0.8060284
TUBGCP6,0.00261,6.04E-08,1.0326054,-1.0418571
FZD7,0.00583,6.04E-08,2.1537784,-2.5915784
SSPN,0.00093,6.07E-08,2.0860412,-1.6610204
11-Mar,0.000292,6.08E-08,2.7781563,0.687582
PLXDC2,0.000877,6.10E-08,2.3532412,-2.7398436
NHLRC3,4.67E-07,6.13E-08,-1.788984,-2.1595416
TSC22D1,0.0214,6.14E-08,-0.6182635,-1.7521625
SEZ6L,0.000457,6.16E-08,2.2880204,1.0065129
TM2D1,0.015,6.18E-08,-0.7359595,-1.2290371
TMED3,0.00775,6.20E-08,1.6775144,0.7339061
RHBDL3,0.00752,6.20E-08,1.7638208,0.5826846
DOC2B,0.00203,6.21E-08,2.2658645,1.0176532
TIMP2,7.30E-06,6.22E-08,1.8372483,-2.2077486
PTN,7.12E-08,6.22E-08,2.3800406,0.8816014
CCDC36,0.000504,6.23E-08,2.6678711,0.6707812
PBRM1,0.000296,6.24E-08,-0.8246986,-0.9367007
NEXN,4.80E-09,6.24E-08,3.2938866,-2.0347782
UGCG,1.28E-05,6.25E-08,-1.4572088,-1.6668725
LOX,0.00197,6.26E-08,2.4225422,-3.4415623
GBP2,0.000173,6.28E-08,-1.4974005,-2.4575766
AKAP11,0.00177,6.31E-08,-1.0277866,-1.3765032
DPYSL3,0.0014,6.32E-08,1.9583232,-2.5968473
LOC93444,0.000363,6.33E-08,1.031564,0.725765
SHANK2-AS3,0.0174,6.33E-08,1.3842879,0.5105437
LINC01314,0.00396,6.36E-08,1.8962919,0.721962
TIFA,2.31E-05,6.42E-08,1.9221835,1.2441693
SPTAN1,0.00656,6.49E-08,-1.5187029,-1.1842914
GALR3,0.00569,6.52E-08,1.6128582,0.7635314
FNBP1,0.00805,6.53E-08,-1.3809135,-1.5658146
FAM91A1,0.00584,6.54E-08,-0.7606581,-1.3917273
GDF11,0.00466,6.56E-08,1.5732781,0.876683
DIAPH3-AS1,0.00569,6.56E-08,2.1587403,0.5486723
S100A6,2.43E-05,6.58E-08,-1.9552162,-2.9200175
BGN,7.32E-08,6.59E-08,2.4801914,-2.8287811
LOC100506274,0.000584,6.61E-08,2.8160284,1.1317825
LMOD2,0.00479,6.62E-08,1.9296993,0.6494605
ITGBL1,3.29E-06,6.63E-08,3.4275205,-3.2088277
KBTBD2,0.00053,6.66E-08,-0.8600136,-1.3901339
CACNA1E,0.0179,6.67E-08,0.8896164,0.4930677
ZBTB1,0.00401,6.73E-08,-1.096264,-1.6863463
LOC101930243///LOC101929865,0.0042,6.74E-08,1.8648298,0.7701711
DYNLRB1,3.53E-06,6.76E-08,-1.2569903,0.6420657
FYCO1,0.00437,6.78E-08,1.1888204,0.7604552
PI4KA,0.0421,6.79E-08,-0.457254,-1.7581988
LOC100509646///PRY2///PRY,0.00112,6.81E-08,1.273716,0.7841087
RHO,0.00885,6.83E-08,1.2690442,0.7023107
PSG6,0.019,6.83E-08,1.2196148,0.8558261
LOC642696,0.0123,6.83E-08,1.4280365,0.6589387
ODF3B,0.0134,6.84E-08,0.9763265,-2.539382
ITGB3,0.00432,6.85E-08,1.3879815,0.8194771
MYOF,5.87E-06,6.85E-08,-2.9681721,-3.0976388
IFT81,0.0213,6.89E-08,1.6180327,-1.4021113
ASAP1,0.00231,6.90E-08,1.7800326,-2.158317
TP63,0.00987,6.92E-08,-1.5936045,1.0833798
TIFA,2.31E-05,7.04E-08,1.9221835,1.5796832
FANCL,2.04E-06,7.12E-08,-1.3715938,-1.6630123
FAM122B,0.000464,7.14E-08,-0.930746,-1.2327341
ZBTB34,0.0468,7.24E-08,-0.4752067,-1.0212188
CRX,0.00514,7.25E-08,1.3452438,0.6053511
UBE2A,0.0226,7.28E-08,-0.6780722,-1.0348382
MCF2L,0.0014,7.28E-08,-1.0653911,0.6044027
PHLDA1,0.00271,7.29E-08,1.1756542,-2.1989338
COL6A2,7.51E-12,7.30E-08,4.8477084,-3.0110911
LOC102725271///NTM,0.00452,7.36E-08,1.5345684,-4.0181595
LARP7,0.00273,7.37E-08,-0.8886302,-1.3271086
TMEM168,0.00132,7.37E-08,-1.1038589,-1.2273129
MAF,0.000184,7.37E-08,1.9576502,-2.101618
FSTL1,3.21E-06,7.39E-08,2.7694227,-2.4026602
PLXDC2,0.000877,7.43E-08,2.3532412,-2.9903973
TIA1,4.38E-05,7.43E-08,-1.0309888,-1.8033007
LOC105370943,0.0162,7.46E-08,1.0930079,1.3757337
TMEM41B,8.15E-06,7.46E-08,-1.0262076,-1.1297289
MEX3C,0.0105,7.50E-08,-1.4265556,-1.1846382
LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,0.00261,7.51E-08,2.1120051,-2.8043129
ARPC2,0.000331,7.51E-08,-0.8343878,-1.6974714
HYPM,0.00185,7.53E-08,1.9685401,0.7451459
PLIN5,8.51E-05,7.53E-08,1.9486086,0.9226871
YIPF4,0.024,7.55E-08,1.1077809,0.6191021
TIMP2,7.30E-06,7.57E-08,1.8372483,-2.1167527
AGO4,0.00155,7.57E-08,-1.1017621,-1.3022016
TMCC1,2.46E-06,7.61E-08,-2.6916242,0.9501218
LCP2,3.45E-05,7.68E-08,1.9665487,-2.697222
CBARP,0.00184,7.69E-08,1.4833557,0.864002
TRANK1,0.00683,7.70E-08,-1.0789037,-1.2722409
TAL1,1.85E-05,7.72E-08,1.4718662,0.7467212
DUSP13,0.0249,7.77E-08,1.1817226,0.9162991
DNAJC21,0.00876,7.77E-08,0.6035291,0.6823787
TNKS2,0.0099,7.80E-08,0.6998234,-0.9456164
11-Sep,8.27E-05,7.86E-08,1.8305438,-1.8067
MGC24103,0.00119,7.90E-08,1.0802975,-2.7249373
PPFIA1,9.91E-05,7.91E-08,-0.9794202,-1.1998512
SIAE,0.00969,7.91E-08,1.266774,0.9079421
CRYGC,0.0343,7.95E-08,1.2540968,0.858268
SPG20,0.000383,7.98E-08,1.768057,-1.1505073
XAF1,0.0289,8.02E-08,-1.0508751,-2.9713764
ANAPC4,0.000768,8.08E-08,-0.714825,-1.3854241
ADAMTS15,0.0162,8.10E-08,1.5758736,0.6561243
BTN3A2///BTN3A3,0.029,8.10E-08,-0.6283395,-2.0961588
FAM198B,0.000549,8.10E-08,2.5040173,-2.2795018
DHX35,0.0291,8.12E-08,-1.1932718,-1.3106552
PELI1,7.93E-06,8.14E-08,-2.1320842,-2.7208646
LIMD1,0.0244,8.15E-08,-0.611876,0.508095
GATAD2A,0.034,8.17E-08,1.0268814,0.6908323
SLC2A9,0.00422,8.21E-08,0.7473761,0.960118
CTLA4,0.000114,8.22E-08,2.5295593,0.9031941
IQCG,0.0386,8.23E-08,1.4062615,0.5687495
MAP3K4,0.0174,8.25E-08,0.625064,-1.0785455
KCNQ2,0.00276,8.26E-08,1.9511338,0.9037046
SLC30A2,8.52E-11,8.26E-08,5.0894602,3.2428211
TCEA2,0.000186,8.33E-08,2.2026463,0.7157482
HLA-DRA,0.00267,8.37E-08,2.7388223,-3.0545405
LOC105370888,0.0316,8.41E-08,1.0164738,0.9459621
SPX,2.61E-08,8.43E-08,7.8052313,1.9096236
FAM127A,5.65E-05,8.44E-08,1.2142464,-1.2152659
VIPR2,9.31E-07,8.45E-08,3.3824014,1.2220441
RPL32P3,1.37E-08,8.49E-08,-1.7356078,-1.1847202
GPR62,0.00327,8.58E-08,1.9841846,0.946732
GLYR1///SEPT6,0.00573,8.61E-08,1.3004148,-2.2387073
SLC35G1,1.51E-05,8.69E-08,2.4602966,0.9043346
DLGAP4,0.0152,8.71E-08,1.1817601,0.7617002
SHROOM3,2.73E-05,8.72E-08,-1.522263,0.7335398
GRM5,0.0485,8.75E-08,0.8828448,0.660333
STK38,0.0045,8.80E-08,-0.9062291,-1.9951793
PLXDC2,0.000877,8.82E-08,2.3532412,-2.2266968
SH3KBP1,9.52E-05,8.82E-08,-2.0305788,-1.6923071
TCF3,0.0189,8.83E-08,-0.6734571,1.0089129
TEX13A,0.000346,8.86E-08,2.5196023,1.1562795
KIF1C,0.000377,8.89E-08,0.9080607,0.5040166
C20orf141,0.0258,8.89E-08,0.8405572,1.0517702
FOXD3,0.00147,8.89E-08,2.0695987,0.6412691
AMER1,0.00067,8.94E-08,1.7610955,0.7241546
SP140L,0.0354,9.00E-08,-0.6656964,-1.677942
GLCE,2.22E-05,9.01E-08,-1.3402185,-1.4242961
GSK3A,0.0174,9.02E-08,0.4688187,0.9882636
KIDINS220,0.0317,9.02E-08,-0.8735918,-1.4820202
SLC12A6,0.00277,9.06E-08,-0.7276055,-0.9366136
SLC12A3,0.0194,9.07E-08,1.3445605,0.7842555
GRM1,0.0223,9.09E-08,-1.4635593,0.652955
HDAC8,0.0415,9.11E-08,-0.755959,0.6097571
PAK5,6.87E-05,9.12E-08,2.1936221,1.0039554
NCAM1,0.000258,9.17E-08,2.4397706,0.7789368
EMP1,2.35E-05,9.21E-08,2.2759077,-2.1747925
CTNND2,1.50E-08,9.21E-08,4.9611281,2.3223577
LPAR6,0.0189,9.25E-08,1.6174551,-2.1652782
CCKAR,0.000644,9.26E-08,2.0262642,0.6728345
LOC101930112///SPG7,0.000722,9.27E-08,-1.0208857,-0.9603109
ALB,1.57E-05,9.30E-08,7.8734705,3.7683216
AMER3,0.000431,9.31E-08,1.7566796,0.8512723
NHSL1,1.21E-05,9.31E-08,-1.6051974,0.8119927
DDX39A,0.00743,9.36E-08,-0.6608654,-1.678363
PBX2,0.00753,9.37E-08,0.7305284,0.8293504
SPTAN1,0.00656,9.37E-08,-1.5187029,-1.2340246
LOC101930262///GRTP1-AS1,0.0452,9.39E-08,1.0169413,0.5531096
SPON1,1.34E-06,9.40E-08,2.8675859,-2.7440977
ARPIN,0.000316,9.43E-08,1.1226135,1.309348
NLE1,0.0059,9.44E-08,1.7247004,1.490355
FBLN2,4.56E-05,9.44E-08,3.1237484,-2.0214079
ESR1,1.64E-05,9.45E-08,2.6087264,0.8935045
ACHE,0.00112,9.50E-08,1.8459007,1.0550934
SLC6A6,0.00473,9.53E-08,-1.8724202,-3.6663154
MIR6831///APBB3,0.0208,9.54E-08,0.5854736,-0.8019134
MYOZ3,0.0132,9.56E-08,0.8658342,0.5812898
UBA1,0.000483,9.57E-08,-1.0598996,-1.1912407
MBP,0.00557,9.58E-08,-0.721529,1.0884873
DYRK1A,0.000422,9.59E-08,2.8162677,-0.97815
PANK3,0.000777,9.61E-08,-0.9552713,-1.3948068
PHACTR2,0.00183,9.63E-08,-1.2078308,-1.7422746
SH3PXD2B,0.0127,9.70E-08,0.7384617,0.7873036
NEBL-AS1,0.0134,9.70E-08,1.5979159,1.3627223
ADARB2,4.41E-05,9.77E-08,2.682576,1.0149402
GRAMD3,2.06E-06,9.77E-08,-1.9217789,-1.6986202
ZNF33B,7.22E-05,9.78E-08,1.19068,1.3566486
COL20A1,0.000601,9.80E-08,-1.6297118,0.642162
MATN1,0.00847,9.84E-08,1.2815348,0.8547857
CNTN2,9.28E-05,9.85E-08,2.3354673,0.8425598
NEK1,0.00114,9.88E-08,-1.6698529,-1.5455604
LINC01330,0.0124,9.90E-08,2.0307813,0.812288
ARPC4-TTLL3///TTLL3///ARPC4,0.00699,9.92E-08,-1.0406507,-1.1956698
PALM2-AKAP2///AKAP2,3.57E-06,9.93E-08,2.8353413,-2.1872145
SLURP1,0.0405,9.95E-08,1.2906525,0.7371321
FGF12,0.000288,9.97E-08,3.2862869,0.9494479
STK10,0.000264,9.97E-08,-2.0332161,-1.3687591
GLIPR1,9.37E-05,9.98E-08,2.2345495,-2.107857
LOC729324,0.00094,1.00E-07,1.9067189,0.850733
SUPT7L,0.0259,1.01E-07,0.613375,-1.0762325
LOC441601,0.00401,1.01E-07,1.8362784,0.8474598
HBEGF,0.0372,1.01E-07,1.3152465,-2.8927059
METTL4,0.0383,1.02E-07,-0.5091809,-1.1297159
CYBRD1,0.00106,1.02E-07,3.5398836,-2.0448455
UBE2H,0.00491,1.03E-07,-1.135649,0.5774446
CDK11A///CDK11B,4.10E-07,1.03E-07,-1.7810767,-1.218483
ESD,0.00123,1.03E-07,0.8836269,0.8375337
GULP1,0.0174,1.04E-07,1.6221826,0.4654216
DYM,0.000146,1.04E-07,1.1871908,1.4707955
HIST1H4A,9.26E-05,1.05E-07,3.1058858,0.8700425
PELI1,7.93E-06,1.05E-07,-2.1320842,-1.9271575
DLG3,0.0115,1.05E-07,-0.7403556,1.0850105
PTRF,9.74E-06,1.06E-07,2.6470037,-1.9941507
PTPRE,0.0173,1.07E-07,-0.9775241,-2.3766216
LTBP1,8.05E-05,1.08E-07,2.2697249,-2.2757977
ELK3,0.0212,1.08E-07,0.8738067,-2.2680657
FAR1,0.00235,1.08E-07,-1.1343695,-1.2608946
CHMP5,0.00108,1.08E-07,-0.9420978,-1.3428704
PQLC3,0.0261,1.09E-07,1.3086959,0.9140214
FLJ37035,0.0217,1.09E-07,1.1785864,0.7879755
PTGER1,0.00765,1.09E-07,-1.0066424,0.5441368
MACF1,0.0397,1.09E-07,-1.1775668,-1.33488
PLK2,0.0194,1.09E-07,1.0452737,-2.261047
SERGEF,0.0128,1.10E-07,0.6001131,0.6183189
AAK1,0.0134,1.10E-07,0.7679775,0.5356407
NTM,0.00282,1.10E-07,1.5964589,1.12978
USP2,1.99E-06,1.10E-07,3.0481188,0.8736462
C2CD3,0.0137,1.10E-07,1.6164438,-1.1548721
ERCC1,6.25E-05,1.11E-07,1.3353543,-1.0646134
TBX3,2.33E-05,1.11E-07,1.4564129,0.4683296
DCP2,0.000267,1.11E-07,-1.1113095,-1.5947098
PPA2,0.000199,1.11E-07,-1.1540868,-1.2992505
LPAR3,3.70E-07,1.12E-07,4.2629883,1.5214275
OSBPL3,1.18E-07,1.12E-07,-2.0301766,-2.5865921
ABCG1,2.80E-05,1.12E-07,-1.9598523,-1.2002795
ARPC2,0.000331,1.13E-07,-0.8343878,-1.5577661
SIRT5,0.00136,1.13E-07,-1.5491701,0.7870734
PFDN4,0.000446,1.14E-07,2.3418352,0.6518802
ABCG1,2.80E-05,1.14E-07,-1.9598523,-2.5552305
LOC101929177,0.00284,1.14E-07,-0.7072094,-0.9623568
LOC102725345,0.00189,1.14E-07,2.0792451,0.7279434
RASAL2,1.90E-05,1.14E-07,-1.6539538,-1.8977114
TPD52L3,0.0139,1.14E-07,1.5868674,0.9970923
ZMYM2,0.000189,1.14E-07,-1.1372665,-1.7874893
GUCA1A,0.0234,1.15E-07,1.3583252,0.7266768
CCDC82,0.021,1.15E-07,1.3209128,-1.3487871
LOC283674,0.0105,1.15E-07,1.6835935,0.5241445
ASB10,1.87E-07,1.15E-07,2.6868596,0.7496243
CHCHD5,0.00843,1.15E-07,0.826956,0.7846304
LOC100653137///CDH23,0.0161,1.16E-07,1.5648948,0.6641811
HMCN2,4.67E-06,1.16E-07,1.6958339,0.8410182
SON,0.000226,1.16E-07,-0.9173713,-1.141702
SPAST,0.0125,1.16E-07,-0.5568429,-1.2139111
PANX2,0.0147,1.16E-07,0.8971601,0.6019759
LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW,0.00523,1.16E-07,1.3698265,0.8038687
CLEC4A,0.0299,1.17E-07,1.3092777,-2.199872
SFT2D3///WDR33,0.000243,1.17E-07,-0.8736658,-1.0716795
ABTB1,0.00433,1.17E-07,1.901992,-0.9239309
RC3H2,0.00331,1.18E-07,-0.8739503,-1.3909464
KLF7,0.00341,1.18E-07,-1.2856386,-1.8464789
RUBCN,0.0119,1.18E-07,0.6498291,0.9709546
HRASLS5,0.00224,1.18E-07,1.7044037,1.216373
SH3D19,0.00452,1.19E-07,1.4512476,-1.4720657
PPIEL,0.0177,1.19E-07,1.1277372,0.6549764
RMND5B,0.00759,1.19E-07,0.8207805,0.9824002
STK35,0.0238,1.19E-07,1.1082142,0.7137666
WISP1,0.0134,1.19E-07,0.8015385,-4.1633516
OR51E2,0.0481,1.19E-07,1.3803966,0.6441698
RASL10B,0.0284,1.20E-07,1.3345689,1.0313798
NCOR2,0.00366,1.20E-07,1.6348127,-0.9876289
PPP1R2,0.00909,1.20E-07,-0.9526581,0.7636148
AEBP1,0.000182,1.20E-07,2.3701664,-3.6221543
LACC1,0.00443,1.21E-07,-0.8601747,-2.0479014
YIF1B,0.00239,1.21E-07,-1.1149511,1.6618834
RTP3,0.000323,1.21E-07,3.4902743,0.7024113
NOVA2,0.018,1.21E-07,1.6192207,0.5755936
CBX3,3.20E-05,1.21E-07,-1.4439683,-1.348498
HLA-DRA,0.00267,1.21E-07,2.7388223,-2.7405682
PRPF3,0.000987,1.22E-07,-0.865802,-1.5174114
SMIM1,5.08E-06,1.22E-07,3.2102892,0.9871552
LBX1-AS1,0.014,1.22E-07,1.2364533,0.8315316
EHBP1L1,0.000247,1.22E-07,-2.9609082,-2.2803113
ANKRD44,0.00887,1.23E-07,0.9076425,-2.4852211
PNN,1.95E-05,1.23E-07,-1.4214699,-1.7957321
HERC4,0.000666,1.23E-07,-2.1961685,-1.8440036
PTCH2,0.0471,1.23E-07,0.9375646,0.5914914
SLC22A14,0.0345,1.23E-07,0.8529635,0.6196457
PRAMEF10,0.00381,1.24E-07,2.5587313,0.9564557
TCF3,0.0189,1.24E-07,-0.6734571,0.742397
RNF213,8.78E-09,1.24E-07,-2.3847503,-2.3874454
RNF146,0.0423,1.24E-07,0.6058206,-1.0261325
POSTN,0.00172,1.24E-07,2.2827662,-5.7580043
SLC38A10,0.00115,1.25E-07,0.9866979,1.0777873
DDR2,1.05E-08,1.25E-07,3.214514,-2.0544912
FGFR1OP2,0.00284,1.25E-07,0.9685278,-1.6144404
PDCD2,0.00372,1.26E-07,0.6987367,1.0679041
MCM3AP,4.52E-05,1.27E-07,1.9708845,-0.9623314
RTP3,0.000323,1.27E-07,3.4902743,0.7901054
STK36,0.00309,1.27E-07,-1.2689627,-0.9854663
DCBLD1,0.0287,1.27E-07,-0.9660738,-2.398925
TSSK3,0.0262,1.27E-07,1.159243,0.8491902
C16orf72,0.00993,1.27E-07,0.6597215,-0.6597263
PIK3CD-AS1,0.00343,1.29E-07,2.2398791,0.8803077
DMRTC1B///DMRTC1,6.99E-09,1.29E-07,2.6998653,0.8545136
FBLN1,2.07E-10,1.29E-07,6.2399009,-2.03225
GHSR,0.0216,1.30E-07,1.2001765,0.7604089
XIST,0.033,1.30E-07,-3.101681,0.7049577
